"","Month","DayOfWeek","Seasons","TransportExpense","DistanceToWork","ServiceTime","Age","Workload","Hit.target","DisciplineFailure","Education","Children","SocialDrink","SocialSmoke","Pet","Weight","Height","Body.mass.index","AbsentTime"
"300",10,4,4,179,26,9,30,"265,017",88,"0",3,0,"0","0",0,56,171,19,64
"301",10,4,4,235,20,13,43,"265,017",88,"1",1,1,"1","0",0,106,167,38,0
"302",10,5,4,289,36,13,33,"265,017",88,"0",1,2,"1","0",1,90,172,30,16
"303",10,6,4,260,50,11,36,"265,017",88,"0",1,4,"1","0",0,65,168,23,3
"304",10,6,4,235,20,13,43,"265,017",88,"1",1,1,"1","0",0,106,167,38,0
"305",10,2,4,235,20,13,43,"265,017",88,"0",1,1,"1","0",0,106,167,38,2
"306",10,2,4,235,20,13,43,"265,017",88,"0",1,1,"1","0",0,106,167,38,2
"307",10,3,4,118,13,18,50,"265,017",88,"0",1,1,"1","0",0,98,178,31,1
"308",10,3,4,291,31,12,40,"265,017",88,"0",1,1,"1","0",1,73,171,25,4
"309",10,5,4,179,26,9,30,"265,017",88,"0",3,0,"0","0",0,56,171,19,16
"310",10,5,4,118,13,18,50,"265,017",88,"0",1,1,"1","0",0,98,178,31,1
"311",10,2,4,361,52,3,28,"265,017",88,"0",1,1,"1","0",4,80,172,27,8
"312",10,3,4,260,50,11,36,"265,017",88,"1",1,4,"1","0",0,65,168,23,0
"313",10,3,4,291,31,12,40,"265,017",88,"1",1,1,"1","0",1,73,171,25,0
"314",10,3,4,157,27,6,29,"265,017",88,"1",1,0,"1","1",0,75,185,22,0
"315",10,4,4,179,26,9,30,"265,017",88,"0",3,0,"0","0",0,56,171,19,5
"316",10,4,4,179,26,9,30,"265,017",88,"0",3,0,"0","0",0,56,171,19,5
"317",10,5,4,118,13,18,50,"265,017",88,"0",1,1,"1","0",0,98,178,31,1
"318",11,2,4,118,10,10,37,"284,031",97,"0",1,0,"0","0",0,83,172,28,8
"319",11,2,4,248,25,14,47,"284,031",97,"0",1,2,"0","0",1,86,165,32,2
"320",11,3,4,179,51,18,38,"284,031",97,"0",1,0,"1","0",0,89,170,31,8
"321",11,6,4,260,50,11,36,"284,031",97,"0",1,4,"1","0",0,65,168,23,3
"322",11,2,4,291,31,12,40,"284,031",97,"0",1,1,"1","0",1,73,171,25,1
"323",11,2,4,378,49,11,36,"284,031",97,"0",1,2,"0","1",4,65,174,21,8
"324",11,2,4,155,12,14,34,"284,031",97,"0",1,2,"1","0",0,95,196,25,120
"325",11,2,4,235,20,13,43,"284,031",97,"0",1,1,"1","0",0,106,167,38,8
"326",11,3,4,330,16,4,28,"284,031",97,"1",2,0,"0","0",0,84,182,25,0
"327",11,4,4,235,11,14,37,"284,031",97,"0",3,1,"0","0",1,88,172,29,1
"328",11,4,4,118,10,10,37,"284,031",97,"0",1,0,"0","0",0,83,172,28,3
"329",11,5,4,235,11,14,37,"284,031",97,"0",3,1,"0","0",1,88,172,29,2
"330",11,5,4,179,51,18,38,"284,031",97,"0",1,0,"1","0",0,89,170,31,3
"331",11,6,4,246,25,16,41,"284,031",97,"0",1,0,"1","0",0,67,170,23,8
"332",11,6,4,291,31,12,40,"284,031",97,"0",1,1,"1","0",1,73,171,25,4
"333",11,2,4,246,25,16,41,"284,031",97,"0",1,0,"1","0",0,67,170,23,8
"334",11,3,4,179,51,18,38,"284,031",97,"0",1,0,"1","0",0,89,170,31,1
"335",11,4,4,260,50,11,36,"284,031",97,"0",1,4,"1","0",0,65,168,23,8
"336",11,6,4,260,50,11,36,"284,031",97,"0",1,4,"1","0",0,65,168,23,8
"337",11,6,4,378,49,11,36,"284,031",97,"1",1,2,"0","1",4,65,174,21,0
"338",11,3,4,279,5,14,39,"284,031",97,"1",1,2,"1","1",0,68,168,24,0
"339",11,5,4,179,51,18,38,"284,031",97,"0",1,0,"1","0",0,89,170,31,1
"340",12,2,4,225,26,9,28,"236,629",93,"0",1,1,"0","0",2,69,169,24,3
"341",12,2,4,179,51,18,38,"236,629",93,"0",1,0,"1","0",0,89,170,31,2
"342",12,2,4,179,51,18,38,"236,629",93,"0",1,0,"1","0",0,89,170,31,1
"343",12,2,4,235,11,14,37,"236,629",93,"0",3,1,"0","0",1,88,172,29,3
"344",12,3,4,118,13,18,50,"236,629",93,"0",1,1,"1","0",0,98,178,31,1
"345",12,6,4,260,50,11,36,"236,629",93,"0",1,4,"1","0",0,65,168,23,4
"346",12,5,4,246,25,16,41,"236,629",93,"0",1,0,"1","0",0,67,170,23,8
"347",12,5,4,179,51,18,38,"236,629",93,"0",1,0,"1","0",0,89,170,31,1
"348",12,6,4,179,51,18,38,"236,629",93,"0",1,0,"1","0",0,89,170,31,1
"349",12,3,4,179,26,9,30,"236,629",93,"0",3,0,"0","0",0,56,171,19,1
"350",12,3,4,118,10,10,37,"236,629",93,"0",1,0,"0","0",0,83,172,28,8
"351",12,5,4,235,11,14,37,"236,629",93,"0",3,1,"0","0",1,88,172,29,2
"352",12,6,4,179,51,18,38,"236,629",93,"0",1,0,"1","0",0,89,170,31,1
"353",12,3,2,235,20,13,43,"236,629",93,"0",1,1,"1","0",0,106,167,38,8
"354",12,3,2,235,11,14,37,"236,629",93,"0",3,1,"0","0",1,88,172,29,4
"355",12,4,2,260,50,11,36,"236,629",93,"0",1,4,"1","0",0,65,168,23,8
"356",12,2,2,157,27,6,29,"236,629",93,"0",1,0,"1","1",0,75,185,22,2
"357",12,2,2,179,51,18,38,"236,629",93,"0",1,0,"1","0",0,89,170,31,3
"358",12,2,2,289,36,13,33,"236,629",93,"0",1,2,"1","0",1,90,172,30,8
"359",1,4,2,225,26,9,28,"330,061",100,"0",1,1,"0","0",2,69,169,24,5
"360",1,2,2,118,10,10,37,"330,061",100,"0",1,0,"0","0",0,83,172,28,32
"361",1,2,2,155,12,14,34,"330,061",100,"0",1,2,"1","0",0,95,196,25,2
"362",1,3,2,235,11,14,37,"330,061",100,"0",3,1,"0","0",1,88,172,29,1
"363",1,3,2,155,12,14,34,"330,061",100,"0",1,2,"1","0",0,95,196,25,4
"364",1,2,2,289,36,13,33,"330,061",100,"0",1,2,"1","0",1,90,172,30,8
"365",1,4,2,291,31,12,40,"330,061",100,"0",1,1,"1","0",1,73,171,25,8
"366",1,2,2,235,20,13,43,"330,061",100,"0",1,1,"1","0",0,106,167,38,8
"367",1,2,2,118,13,18,50,"330,061",100,"0",1,1,"1","0",0,98,178,31,4
"368",1,4,2,179,51,18,38,"330,061",100,"0",1,0,"1","0",0,89,170,31,1
"369",1,6,2,179,51,18,38,"330,061",100,"0",1,0,"1","0",0,89,170,31,1
"370",2,3,2,118,10,10,37,"251,818",96,"0",1,0,"0","0",0,83,172,28,2
"371",2,4,2,179,51,18,38,"251,818",96,"0",1,0,"1","0",0,89,170,31,3
"372",2,4,2,225,26,9,28,"251,818",96,"0",1,1,"0","0",2,69,169,24,1
"373",2,6,2,289,36,13,33,"251,818",96,"0",1,2,"1","0",1,90,172,30,3
"374",2,6,2,260,50,11,36,"251,818",96,"0",1,4,"1","0",0,65,168,23,3
"375",2,6,2,179,51,18,38,"251,818",96,"0",1,0,"1","0",0,89,170,31,3
"376",2,2,2,179,51,18,38,"251,818",96,"0",1,0,"1","0",0,89,170,31,2
"377",2,4,2,179,51,18,38,"251,818",96,"0",1,0,"1","0",0,89,170,31,3
"378",2,5,2,179,51,18,38,"251,818",96,"0",1,0,"1","0",0,89,170,31,8
"379",2,5,2,246,25,16,41,"251,818",96,"0",1,0,"1","0",0,67,170,23,8
"380",2,6,2,179,51,18,38,"251,818",96,"0",1,0,"1","0",0,89,170,31,3
"381",2,2,2,189,29,13,33,"251,818",96,"0",1,2,"0","0",2,69,167,25,8
"382",2,2,2,179,51,18,38,"251,818",96,"0",1,0,"1","0",0,89,170,31,3
"383",2,3,2,246,25,16,41,"251,818",96,"0",1,0,"1","0",0,67,170,23,2
"384",2,3,2,291,31,12,40,"251,818",96,"0",1,1,"1","0",1,73,171,25,2
"385",2,4,2,157,27,6,29,"251,818",96,"0",1,0,"1","1",0,75,185,22,16
"386",2,4,2,179,51,18,38,"251,818",96,"0",1,0,"1","0",0,89,170,31,3
"387",2,6,2,179,51,18,38,"251,818",96,"0",1,0,"1","0",0,89,170,31,3
"388",2,6,2,246,25,16,41,"251,818",96,"0",1,0,"1","0",0,67,170,23,24
"389",2,4,2,179,51,18,38,"251,818",96,"0",1,0,"1","0",0,89,170,31,3
"390",2,6,2,179,51,18,38,"251,818",96,"0",1,0,"1","0",0,89,170,31,3
"391",3,3,2,118,10,10,37,"244,387",98,"0",1,0,"0","0",0,83,172,28,8
"392",3,4,2,246,25,16,41,"244,387",98,"0",1,0,"1","0",0,67,170,23,16
"393",3,6,2,246,25,16,41,"244,387",98,"0",1,0,"1","0",0,67,170,23,2
"394",3,6,2,260,50,11,36,"244,387",98,"0",1,4,"1","0",0,65,168,23,4
"395",3,2,2,179,51,18,38,"244,387",98,"0",1,0,"1","0",0,89,170,31,2
"396",3,2,2,235,11,14,37,"244,387",98,"0",3,1,"0","0",1,88,172,29,8
"397",3,3,2,179,22,17,40,"244,387",98,"0",2,2,"0","1",0,63,170,22,8
"398",3,3,2,378,49,11,36,"244,387",98,"0",1,2,"0","1",4,65,174,21,8
"399",3,2,2,179,51,18,38,"244,387",98,"0",1,0,"1","0",0,89,170,31,16
"400",3,4,2,361,52,3,28,"244,387",98,"0",1,1,"1","0",4,80,172,27,8
"401",3,4,2,369,17,12,31,"244,387",98,"1",1,3,"1","0",0,70,169,25,0
"402",3,5,2,235,11,14,37,"244,387",98,"0",3,1,"0","0",1,88,172,29,8
"403",3,6,3,118,13,18,50,"244,387",98,"0",1,1,"1","0",0,98,178,31,2
"404",3,3,3,118,13,18,50,"244,387",98,"0",1,1,"1","0",0,98,178,31,3
"405",3,4,3,118,13,18,50,"244,387",98,"0",1,1,"1","0",0,98,178,31,8
"406",3,5,3,235,11,14,37,"244,387",98,"1",3,1,"0","0",1,88,172,29,0
"407",3,5,3,246,25,16,41,"244,387",98,"1",1,0,"1","0",0,67,170,23,0
"408",3,5,3,118,13,18,50,"244,387",98,"1",1,1,"1","0",0,98,178,31,0
"409",3,6,3,179,51,18,38,"244,387",98,"0",1,0,"1","0",0,89,170,31,8
"410",3,6,3,289,36,13,33,"244,387",98,"0",1,2,"1","0",1,90,172,30,8
"411",3,2,3,260,50,11,36,"244,387",98,"0",1,4,"1","0",0,65,168,23,8
"412",3,3,3,246,25,16,41,"244,387",98,"0",1,0,"1","0",0,67,170,23,2
"413",4,4,3,179,51,18,38,"239,409",98,"0",1,0,"1","0",0,89,170,31,4
"414",4,6,3,260,50,11,36,"239,409",98,"0",1,4,"1","0",0,65,168,23,3
"415",4,6,3,330,16,4,28,"239,409",98,"0",2,0,"0","0",0,84,182,25,4
"416",4,2,3,369,17,12,31,"239,409",98,"0",1,3,"1","0",0,70,169,25,4
"417",4,2,3,248,25,14,47,"239,409",98,"0",1,2,"0","0",1,86,165,32,4
"418",4,4,3,330,16,4,28,"239,409",98,"0",2,0,"0","0",0,84,182,25,8
"419",4,4,3,179,51,18,38,"239,409",98,"0",1,0,"1","0",0,89,170,31,8
"420",4,2,3,118,13,18,50,"239,409",98,"0",1,1,"1","0",0,98,178,31,1
"421",4,4,3,118,13,18,50,"239,409",98,"0",1,1,"1","0",0,98,178,31,120
"422",4,6,3,300,26,13,43,"239,409",98,"0",1,2,"1","1",1,77,175,25,8
"423",4,6,3,260,50,11,36,"239,409",98,"0",1,4,"1","0",0,65,168,23,4
"424",4,2,3,179,51,18,38,"239,409",98,"0",1,0,"1","0",0,89,170,31,4
"425",4,4,3,118,10,10,37,"239,409",98,"0",1,0,"0","0",0,83,172,28,2
"426",5,2,3,235,20,13,43,"246,074",99,"0",1,1,"1","0",0,106,167,38,16
"427",5,4,3,248,25,14,47,"246,074",99,"0",1,2,"0","0",1,86,165,32,2
"428",5,2,3,369,17,12,31,"246,074",99,"0",1,3,"1","0",0,70,169,25,8
"429",5,4,3,179,26,9,30,"246,074",99,"0",3,0,"0","0",0,56,171,19,3
"430",5,4,3,179,51,18,38,"246,074",99,"0",1,0,"1","0",0,89,170,31,4
"431",5,5,3,361,52,3,28,"246,074",99,"0",1,1,"1","0",4,80,172,27,1
"432",5,6,3,260,50,11,36,"246,074",99,"0",1,4,"1","0",0,65,168,23,3
"433",5,2,3,179,22,17,40,"246,074",99,"0",2,2,"0","1",0,63,170,22,2
"434",5,2,3,179,22,17,40,"246,074",99,"0",2,2,"0","1",0,63,170,22,3
"435",5,4,3,228,14,16,58,"246,074",99,"0",1,2,"0","0",1,65,172,22,8
"436",5,4,3,225,26,9,28,"246,074",99,"0",1,1,"0","0",2,69,169,24,3
"437",5,6,3,330,16,4,28,"246,074",99,"0",2,0,"0","0",0,84,182,25,8
"438",5,2,3,179,26,9,30,"246,074",99,"0",3,0,"0","0",0,56,171,19,2
"439",5,2,3,118,10,10,37,"246,074",99,"0",1,0,"0","0",0,83,172,28,1
"440",5,2,3,235,11,14,37,"246,074",99,"0",3,1,"0","0",1,88,172,29,8
"441",5,4,3,179,26,9,30,"246,074",99,"0",3,0,"0","0",0,56,171,19,3
"442",6,2,3,118,10,10,37,"253,957",95,"0",1,0,"0","0",0,83,172,28,3
"443",6,2,3,179,51,18,38,"253,957",95,"0",1,0,"1","0",0,89,170,31,3
"444",6,3,3,118,10,10,37,"253,957",95,"0",1,0,"0","0",0,83,172,28,2
"445",6,5,3,225,26,9,28,"253,957",95,"0",1,1,"0","0",2,69,169,24,4
"446",6,6,3,260,50,11,36,"253,957",95,"0",1,4,"1","0",0,65,168,23,4
"447",6,6,3,179,51,18,38,"253,957",95,"1",1,0,"1","0",0,89,170,31,0
"448",6,2,3,291,31,12,40,"253,957",95,"0",1,1,"1","0",1,73,171,25,40
"449",6,2,3,179,51,18,38,"253,957",95,"0",1,0,"1","0",0,89,170,31,24
"450",6,3,3,246,25,16,41,"253,957",95,"0",1,0,"1","0",0,67,170,23,3
"451",6,2,3,179,51,18,38,"253,957",95,"0",1,0,"1","0",0,89,170,31,4
"452",6,3,3,235,20,13,43,"253,957",95,"0",1,1,"1","0",0,106,167,38,8
"453",6,2,1,179,51,18,38,"253,957",95,"0",1,0,"1","0",0,89,170,31,2
"454",6,4,1,225,26,9,28,"253,957",95,"0",1,1,"0","0",2,69,169,24,2
"455",6,4,1,118,13,18,50,"253,957",95,"0",1,1,"1","0",0,98,178,31,2
"456",6,4,1,179,51,18,38,"253,957",95,"0",1,0,"1","0",0,89,170,31,8
"457",6,4,1,179,26,9,30,"253,957",95,"0",3,0,"0","0",0,56,171,19,2
"458",6,6,1,246,25,16,41,"253,957",95,"0",1,0,"1","0",0,67,170,23,2
"459",6,3,1,330,16,4,28,"253,957",95,"0",2,0,"0","0",0,84,182,25,1
"460",6,3,1,235,11,14,37,"253,957",95,"0",3,1,"0","0",1,88,172,29,8
"461",7,5,1,179,26,9,30,"230,290",92,"0",3,0,"0","0",0,56,171,19,2
"462",7,5,1,225,26,9,28,"230,290",92,"0",1,1,"0","0",2,69,169,24,4
"463",7,6,1,260,50,11,36,"230,290",92,"0",1,4,"1","0",0,65,168,23,8
"464",7,2,1,268,11,8,33,"230,290",92,"0",2,0,"0","0",0,79,178,25,8
"465",7,6,1,330,16,4,28,"230,290",92,"0",2,0,"0","0",0,84,182,25,8
"466",7,6,1,118,10,10,37,"230,290",92,"0",1,0,"0","0",0,83,172,28,8
"467",7,2,1,260,50,11,36,"230,290",92,"0",1,4,"1","0",0,65,168,23,4
"468",7,3,1,118,10,10,37,"230,290",92,"0",1,0,"0","0",0,83,172,28,8
"469",7,2,1,300,26,13,43,"230,290",92,"0",1,2,"1","1",1,77,175,25,8
"470",7,2,1,235,29,12,48,"230,290",92,"0",1,1,"0","1",5,88,163,33,1
"471",7,3,1,246,25,16,41,"230,290",92,"0",1,0,"1","0",0,67,170,23,2
"472",7,3,1,225,26,9,28,"230,290",92,"0",1,1,"0","0",2,69,169,24,112
"473",7,3,1,179,51,18,38,"230,290",92,"0",1,0,"1","0",0,89,170,31,1
"474",7,6,1,118,13,18,50,"230,290",92,"0",1,1,"1","0",0,98,178,31,1
"475",7,6,1,361,52,3,28,"230,290",92,"0",1,1,"1","0",4,80,172,27,8
"476",7,2,1,289,36,13,33,"230,290",92,"0",1,2,"1","0",1,90,172,30,8
"477",7,2,1,235,20,13,43,"230,290",92,"0",1,1,"1","0",0,106,167,38,8
"478",7,3,1,246,25,16,41,"230,290",92,"0",1,0,"1","0",0,67,170,23,2
"479",7,5,1,291,31,12,40,"230,290",92,"0",1,1,"1","0",1,73,171,25,1
"480",7,5,1,279,5,14,39,"230,290",92,"0",1,2,"1","1",0,68,168,24,2
"481",8,5,1,179,51,18,38,"249,797",93,"0",1,0,"1","0",0,89,170,31,4
"482",8,2,1,179,22,17,40,"249,797",93,"0",2,2,"0","1",0,63,170,22,1
"483",8,3,1,246,25,16,41,"249,797",93,"0",1,0,"1","0",0,67,170,23,4
"484",8,3,1,118,10,10,37,"249,797",93,"0",1,0,"0","0",0,83,172,28,4
"485",8,3,1,289,36,13,33,"249,797",93,"0",1,2,"1","0",1,90,172,30,8
"486",8,3,1,235,20,13,43,"249,797",93,"0",1,1,"1","0",0,106,167,38,8
"487",8,5,1,291,31,12,40,"249,797",93,"0",1,1,"1","0",1,73,171,25,4
"488",8,2,1,179,51,18,38,"249,797",93,"0",1,0,"1","0",0,89,170,31,4
"489",8,3,1,179,22,17,40,"249,797",93,"0",2,2,"0","1",0,63,170,22,8
"490",8,5,1,330,16,4,28,"249,797",93,"0",2,0,"0","0",0,84,182,25,16
"491",8,3,1,235,11,14,37,"249,797",93,"0",3,1,"0","0",1,88,172,29,4
"492",8,3,1,246,25,16,41,"249,797",93,"0",1,0,"1","0",0,67,170,23,1
"493",8,3,1,118,10,10,37,"249,797",93,"0",1,0,"0","0",0,83,172,28,5
"494",8,5,1,291,31,12,40,"249,797",93,"0",1,1,"1","0",1,73,171,25,2
"495",8,2,1,260,50,11,36,"249,797",93,"0",1,4,"1","0",0,65,168,23,3
"496",9,3,1,246,25,16,41,"261,756",87,"0",1,0,"1","0",0,67,170,23,1
"497",9,3,1,246,25,16,41,"261,756",87,"0",1,0,"1","0",0,67,170,23,1
"498",9,3,1,118,10,10,37,"261,756",87,"0",1,0,"0","0",0,83,172,28,3
"499",9,3,1,155,12,14,34,"261,756",87,"0",1,2,"1","0",0,95,196,25,2
"500",9,5,1,291,31,12,40,"261,756",87,"0",1,1,"1","0",1,73,171,25,2
"501",9,6,1,179,26,9,30,"261,756",87,"0",3,0,"0","0",0,56,171,19,8
"502",9,6,1,248,25,14,47,"261,756",87,"0",1,2,"0","0",1,86,165,32,1
"503",9,2,1,179,51,18,38,"261,756",87,"0",1,0,"1","0",0,89,170,31,4
"504",9,4,1,225,26,9,28,"261,756",87,"0",1,1,"0","0",2,69,169,24,1
"505",9,2,1,179,26,9,30,"261,756",87,"0",3,0,"0","0",0,56,171,19,2
"506",9,3,4,369,17,12,31,"261,756",87,"0",1,3,"1","0",0,70,169,25,8
"507",9,3,4,361,52,3,28,"261,756",87,"0",1,1,"1","0",4,80,172,27,8
"508",10,5,4,289,48,29,49,"284,853",91,"0",1,0,"0","0",2,108,172,36,1
"509",10,5,4,235,16,8,32,"284,853",91,"0",3,0,"0","0",0,75,178,25,3
"510",10,6,4,246,25,16,41,"284,853",91,"0",1,0,"1","0",0,67,170,23,8
"511",10,4,4,289,48,29,49,"284,853",91,"0",1,0,"0","0",2,108,172,36,3
"512",10,4,4,291,31,12,40,"284,853",91,"0",1,1,"1","0",1,73,171,25,2
"513",10,3,4,118,10,10,37,"284,853",91,"0",1,0,"0","0",0,83,172,28,2
"514",10,5,4,289,48,29,49,"284,853",91,"0",1,0,"0","0",2,108,172,36,2
"515",10,6,4,291,31,12,40,"284,853",91,"0",1,1,"1","0",1,73,171,25,1
"516",10,3,4,225,26,9,28,"284,853",91,"0",1,1,"0","0",2,69,169,24,2
"517",10,3,4,369,17,12,31,"284,853",91,"0",1,3,"1","0",0,70,169,25,8
"518",10,3,4,369,17,12,31,"284,853",91,"0",1,3,"1","0",0,70,169,25,3
"519",10,3,4,225,26,9,28,"284,853",91,"0",1,1,"0","0",2,69,169,24,4
"520",10,3,4,369,17,12,31,"284,853",91,"0",1,3,"1","0",0,70,169,25,8
"521",10,4,4,179,51,18,38,"284,853",91,"0",1,0,"1","0",0,89,170,31,3
"522",10,4,4,228,14,16,58,"284,853",91,"0",1,2,"0","0",1,65,172,22,1
"523",10,4,4,291,31,12,40,"284,853",91,"0",1,1,"1","0",1,73,171,25,1
"524",10,5,4,369,17,12,31,"284,853",91,"0",1,3,"1","0",0,70,169,25,8
"525",10,5,4,225,26,9,28,"284,853",91,"0",1,1,"0","0",2,69,169,24,1
"526",10,6,4,369,17,12,31,"284,853",91,"0",1,3,"1","0",0,70,169,25,8
"527",10,6,4,225,26,9,28,"284,853",91,"0",1,1,"0","0",2,69,169,24,3
"528",10,2,4,189,29,13,33,"284,853",91,"0",1,2,"0","0",2,69,167,25,8
"529",10,2,4,235,16,8,32,"284,853",91,"0",3,0,"0","0",0,75,178,25,8
"530",10,2,4,248,25,14,47,"284,853",91,"0",1,2,"0","0",1,86,165,32,8
"531",10,2,4,225,26,9,28,"284,853",91,"1",1,1,"0","0",2,69,169,24,0
"532",10,3,4,225,26,9,28,"284,853",91,"0",1,1,"0","0",2,69,169,24,3
"533",11,3,4,179,51,18,38,"268,519",93,"0",1,0,"1","0",0,89,170,31,1
"534",11,4,4,118,10,10,37,"268,519",93,"0",1,0,"0","0",0,83,172,28,3
"535",11,4,4,330,16,4,28,"268,519",93,"0",2,0,"0","0",0,84,182,25,24
"536",11,6,4,179,51,18,38,"268,519",93,"0",1,0,"1","0",0,89,170,31,1
"537",11,3,4,118,10,10,37,"268,519",93,"0",1,0,"0","0",0,83,172,28,8
"538",11,4,4,289,36,13,33,"268,519",93,"0",1,2,"1","0",1,90,172,30,8
"539",11,6,4,235,16,8,32,"268,519",93,"0",3,0,"0","0",0,75,178,25,8
"540",11,6,4,225,26,9,28,"268,519",93,"0",1,1,"0","0",2,69,169,24,4
"541",11,3,4,361,52,3,28,"268,519",93,"0",1,1,"1","0",4,80,172,27,8
"542",11,4,4,291,31,12,40,"268,519",93,"0",1,1,"1","0",1,73,171,25,2
"543",11,5,4,118,10,10,37,"268,519",93,"0",1,0,"0","0",0,83,172,28,2
"544",11,5,4,225,26,9,28,"268,519",93,"0",1,1,"0","0",2,69,169,24,3
"545",11,2,4,179,51,18,38,"268,519",93,"0",1,0,"1","0",0,89,170,31,1
"546",11,2,4,118,10,10,37,"268,519",93,"0",1,0,"0","0",0,83,172,28,8
"547",11,3,4,118,10,10,37,"268,519",93,"0",1,0,"0","0",0,83,172,28,8
"548",11,3,4,225,26,9,28,"268,519",93,"0",1,1,"0","0",2,69,169,24,2
"549",11,3,4,291,31,12,40,"268,519",93,"1",1,1,"1","0",1,73,171,25,0
"550",11,4,4,289,36,13,33,"268,519",93,"1",1,2,"1","0",1,90,172,30,0
"551",11,5,4,248,25,14,47,"268,519",93,"0",1,2,"0","0",1,86,165,32,4
"552",11,5,4,235,20,13,43,"268,519",93,"1",1,1,"1","0",0,106,167,38,0
"553",11,6,4,225,26,9,28,"268,519",93,"0",1,1,"0","0",2,69,169,24,2
"554",11,6,4,369,17,12,31,"268,519",93,"0",1,3,"1","0",0,70,169,25,8
"555",11,2,4,361,52,3,28,"268,519",93,"0",1,1,"1","0",4,80,172,27,2
"556",12,3,4,179,51,18,38,"280,549",98,"0",1,0,"1","0",0,89,170,31,32
"557",12,4,4,291,31,12,40,"280,549",98,"0",1,1,"1","0",1,73,171,25,1
"558",12,4,4,225,26,9,28,"280,549",98,"0",1,1,"0","0",2,69,169,24,3
"559",12,6,4,179,26,9,30,"280,549",98,"0",3,0,"0","0",0,56,171,19,1
"560",12,6,4,225,26,9,28,"280,549",98,"0",1,1,"0","0",2,69,169,24,3
"561",12,4,4,225,26,9,28,"280,549",98,"0",1,1,"0","0",2,69,169,24,3
"562",12,5,4,361,52,3,28,"280,549",98,"0",1,1,"1","0",4,80,172,27,4
"563",12,6,4,179,22,17,40,"280,549",98,"0",2,2,"0","1",0,63,170,22,2
"564",12,6,4,235,20,13,43,"280,549",98,"0",1,1,"1","0",0,106,167,38,8
"565",12,2,4,233,51,1,31,"280,549",98,"0",2,1,"1","0",8,68,178,21,8
"566",12,3,4,179,26,9,30,"280,549",98,"0",3,0,"0","0",0,56,171,19,16
"567",12,3,4,225,26,9,28,"280,549",98,"0",1,1,"0","0",2,69,169,24,2
"568",12,5,4,225,26,9,28,"280,549",98,"0",1,1,"0","0",2,69,169,24,3
"569",12,2,4,225,26,9,28,"280,549",98,"0",1,1,"0","0",2,69,169,24,2
"570",12,3,2,155,12,14,34,"280,549",98,"0",1,2,"1","0",0,95,196,25,80
"571",1,2,2,179,26,9,30,"313,532",96,"0",3,0,"0","0",0,56,171,19,24
"572",1,5,2,179,26,9,30,"313,532",96,"0",3,0,"0","0",0,56,171,19,16
"573",1,5,2,179,22,17,40,"313,532",96,"0",2,2,"0","1",0,63,170,22,2
"574",1,6,2,179,22,17,40,"313,532",96,"0",2,2,"0","1",0,63,170,22,2
"575",1,2,2,179,26,9,30,"313,532",96,"0",3,0,"0","0",0,56,171,19,3
"576",1,4,2,179,22,17,40,"313,532",96,"0",2,2,"0","1",0,63,170,22,2
"577",1,5,2,289,48,29,49,"313,532",96,"0",1,0,"0","0",2,108,172,36,8
"578",1,6,2,179,22,17,40,"313,532",96,"0",2,2,"0","1",0,63,170,22,3
"579",1,2,2,179,26,9,30,"313,532",96,"0",3,0,"0","0",0,56,171,19,2
"580",1,3,2,155,12,14,34,"313,532",96,"0",1,2,"1","0",0,95,196,25,8
"581",1,4,2,179,26,9,30,"313,532",96,"0",3,0,"0","0",0,56,171,19,2
"582",1,4,2,179,51,18,38,"313,532",96,"0",1,0,"1","0",0,89,170,31,3
"583",1,4,2,289,36,13,33,"313,532",96,"0",1,2,"1","0",1,90,172,30,8
"584",1,5,2,179,51,18,38,"313,532",96,"0",1,0,"1","0",0,89,170,31,3
"585",1,6,2,179,51,18,38,"313,532",96,"0",1,0,"1","0",0,89,170,31,2
"586",2,3,2,179,51,18,38,"264,249",97,"0",1,0,"1","0",0,89,170,31,8
"587",2,3,2,225,26,9,28,"264,249",97,"0",1,1,"0","0",2,69,169,24,3
"588",2,4,2,248,25,14,47,"264,249",97,"0",1,2,"0","0",1,86,165,32,8
"589",2,4,2,179,51,18,38,"264,249",97,"0",1,0,"1","0",0,89,170,31,2
"590",2,5,2,225,26,9,28,"264,249",97,"0",1,1,"0","0",2,69,169,24,3
"591",2,5,2,179,51,18,38,"264,249",97,"0",1,0,"1","0",0,89,170,31,2
"592",2,5,2,179,26,9,30,"264,249",97,"0",3,0,"0","0",0,56,171,19,2
"593",2,6,2,225,15,15,41,"264,249",97,"0",4,2,"1","0",2,94,182,28,2
"594",2,6,2,179,51,18,38,"264,249",97,"0",1,0,"1","0",0,89,170,31,2
"595",2,2,2,233,51,1,31,"264,249",97,"0",2,1,"1","0",8,68,178,21,2
"596",2,2,2,179,51,18,38,"264,249",97,"0",1,0,"1","0",0,89,170,31,2
"597",2,3,2,225,26,9,28,"264,249",97,"0",1,1,"0","0",2,69,169,24,8
"598",2,4,2,179,51,18,38,"264,249",97,"0",1,0,"1","0",0,89,170,31,3
"599",2,5,2,179,51,18,38,"264,249",97,"0",1,0,"1","0",0,89,170,31,3
"600",2,5,2,225,26,9,28,"264,249",97,"0",1,1,"0","0",2,69,169,24,3
